502,TATACOMM,INE151A01013,1805.8,20
503,PITTIENG,INE450D01021,1344.5,20
504,GROWWLIQID,INF666M01IP5,100.83,5
505,ATGL,INE399L01023,725.7,20.56
506,DATAPATTNS,INE0IX101010,2392.7,20.17
507,RAINBOW,INE961O01016,1594.6,20
508,TEXRAIL,INE621L01012,223.96,22.66
509,SUNDRMFAST,INE387A01021,1319,20
510,ASHOKLEY,INE208A01029,215.9,20
511,AMBER,INE371P01015,6222.1,20.06
512,VESUVIUS,INE386A01015,5433.75,20
513,GSPL,INE246F01010,390.4,20
514,SGBDC27VII,IN0020190461,8107,10
515,TATAMOTORS,INE155A01022,819.75,11.9
516,SGBNOV25IX,IN0020170117,8200,10
517,ASKAUTOLTD,INE491J01022,452.3,20
518,FORCEMOT,INE451A01017,7564.35,23.43
519,BATAINDIA,INE176A01028,1340.05,20
520,INFIBEAM,INE483S01020,28.57,20
521,ORIENTELEC,INE142Z01019,244.02,20
522,CSBBANK,INE679A01013,308.95,20
523,MOLDTKPAC,INE893J01029,737.3,20
524,JKCEMENT,INE823G01014,4073.8,20
525,WABAG,INE956G01038,1724.45,20.11
526,KRN,INE0Q3J01015,592.85,20
527,AVANTIFEED,INE871C01038,595.3,20
528,ASHOKA,INE442H01029,239.38,20
529,RATNAMANI,INE703B01027,3672.4,20
530,POLYMED,INE205C01021,2850.05,20
531,COROMANDEL,INE169A01031,1777.95,20
532,CIEINDIA,INE536H01010,497.15,20
533,SGBDEC26,IN0020180389,8200,10
534,GLENMARK,INE935A01035,1657.35,20
535,SAMHI,INE08U801020,187.11,20
536,LT,INE018A01030,3646.55,10.61
537,STARHEALTH,INE575P01011,498.85,20
538,AXISBANK,INE238A01034,1159.9,9.85
539,RAILTEL,INE0DD101019,411.8,23.96
540,JSWENERGY,INE121E01018,714.8,20
541,ELECTCAST,INE086A01029,167.3,21.26
542,CAPACITE,INE264T01014,375.45,20
543,BSE,INE118H01025,4872.05,23.38
544,IPCALAB,INE571A01038,1558.4,20
545,FDC,INE258B01022,518.95,20
546,CENTRALBK,INE483A01010,57.61,20
547,DBREALTY,INE879I01012,172.58,24.99
548,HINDPETRO,INE094A01015,396.5,20
549,BAJFINANCE,INE296A01024,6904.5,10.36
550,NLCINDIA,INE589A01014,260.45,20.77
551,SURYAROSNI,INE335A01020,696.95,20
552,LTGILTBEES,INF204KB1882,26.89,10
553,KESORAMIND,INE087A01019,211.85,20
554,INGERRAND,INE177A01018,4287,20
555,ABBOTINDIA,INE358A01014,28314,20
556,PARADEEP,INE088F01024,113.14,20
557,DEN,INE947J01015,48.69,20
558,SCI,INE109A01011,221.21,22.2
559,IOC,INE242A01010,144.15,20
560,OBEROIRLTY,INE093I01010,2032.25,20
561,BALKRISIND,INE787D01026,2866.6,20
562,IEX,INE022Q01020,174.01,20
563,EMBDL,INE069I01010,122.85,23.72
564,ENDURANCE,INE913H01037,2425.15,20
565,MIDHANI,INE099Z01011,341.05,20
566,DREAMFOLKS,INE0JS101016,462.4,20
567,ANUP,INE294Z01018,3519.7,20.91
568,STYLEBAAZA,INE01FR01028,349.65,20
569,INDHOTEL,INE053A01029,683.8,20
570,AUTOBEES,INF204KC1337,243.38,20
571,GENESYS,INE727B01026,834.5,23.77
572,PNB,INE160A01022,106.71,20
573,ISGEC,INE858B01029,1359.85,20
574,FSL,INE684F01012,380.95,20
575,ULTRACEMCO,INE481G01011,11050.8,9
576,ASTRAZEN,INE203A01020,7519.05,20
577,PRINCEPIPE,INE689W01016,476.55,20
578,BANKBARODA,INE028A01039,262.75,20
579,ICICIGI,INE765G01017,1916.5,20
580,GHCL,INE539A01019,609.15,20
581,SUNPHARMA,INE044A01036,1790.95,9
582,LIQUIDCASE,INF0R8F01034,105.23,5
583,RAMCOCEM,INE331A01037,876.4,20
584,GLAND,INE068V01023,1803.8,20
585,BEL,INE263A01024,300.35,15.05
586,SKIPPER,INE439E01022,584.05,26.15
587,BCLIND,INE412G01024,58.02,20
588,CONCOR,INE111A01025,848.75,20
589,SWARAJENG,INE277A01016,3046.4,20
590,SGBDEC25XI,IN0020170133,8150,10
591,INDGN,INE065X01017,700,20
592,SAMMAANCAP,INE148I01020,144.95,20
593,FMCGIETF,INF109KC19V3,61.18,20
594,GAIL,INE129A01019,210.43,20
595,REDTAPE,INE0LXT01019,945.25,20
596,PATANJALI,INE619A01035,1900.8,20
597,CREDITACC,INE741K01010,947.35,20
598,DELHIVERY,INE148O01028,353.9,20
599,ABFRL,INE647O01011,296.75,20
600,FINPIPE,INE183A01024,296.4,20
601,SGBJU29III,IN0020210087,8100.24,10
602,IOB,INE565A01014,54.86,20.59
603,TMB,INE668A01016,443.45,20
604,SCHAEFFLER,INE513A01022,3504.65,20
605,ICICIPRULI,INE726G01019,713.85,20
